customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,is_escalated,complaint_count,tenure_days,age,churn_risk,is_high_risk
4384-EPPDW,2025-03-06,Paid,2027-03-06,Premium,Annual,,,22.93,466,19,0,Vinay Gupta,India,Meghalaya,Male,1997-05-03,2026-08-15,0,47.0,0.0,4.0,560.0,29,low,0
4789-QLHIM,2024-02-05,Organic,2027-02-04,Standard,Annual,,,13.45,446,30,0,Tanvi Das,India,Arunachal Pradesh,Female,1998-10-16,2026-06-12,0,60.0,0.0,3.0,955.0,27,low,0
2654-ELSZU,2025-01-03,Paid,2025-05-14,Standard,Annual,2025-05-14,Too expensive,17.1,79,72,1,Chirag Hegde,India,Gujarat,Male,1969-09-19,2025-04-29,0,12.0,1.0,6.0,131.0,57,high,1
2877-FJIJW,2022-11-14,Organic,2026-09-24,Basic,Monthly,,,8.24,356,31,0,Lalita Iyer,India,Karnataka,Female,2002-11-03,2025-10-21,0,51.0,0.0,3.0,1403.0,23,low,0
8482-NEDYR,2025-07-04,Paid,2027-07-04,Basic,Annual,,,8.73,137,1,0,Ananya Sinha,India,Tamil Nadu,Female,1984-07-08,2026-09-07,0,35.0,0.0,2.0,440.0,42,low,0
8385-KIGBI,2023-09-14,Paid,2026-09-28,Premium,Monthly,,,20.88,954,41,0,Vedant Subramaniam,India,Kerala,Male,1999-11-30,2026-02-26,0,34.0,0.0,4.0,1099.0,26,low,0
5310-EMLNR,2022-03-05,Paid,2027-03-04,Standard,Annual,,,16.73,1055,51,0,Krishna Iyengar,India,Uttar Pradesh,Male,1987-11-27,2025-12-31,0,79.0,1.0,3.0,1657.0,38,med,0
0989-XDCMO,2022-01-12,Paid,2026-09-18,Standard,Monthly,,,13.87,965,68,0,Advait Chatterjee,India,Telangana,Male,2002-04-08,2026-08-17,0,19.0,1.0,5.0,1709.0,24,med,0
5419-LRJPA,2022-06-15,Paid,2026-09-22,Standard,Monthly,,,13.03,691,81,0,Anand Tirkey,India,Manipur,Male,1967-05-17,2022-07-27,0,35.0,1.0,1.0,1555.0,59,high,1
7117-JLLUZ,2022-02-28,Paid,2026-10-05,Standard,Monthly,,,16.6,1000,18,0,Suresh Kumari Das,India,Maharashtra,Male,2003-11-13,,0,,,,1662.0,22,low,0
9845-VSTZG,2023-09-15,Referral,2026-09-14,Standard,Annual,,,14.05,549,11,0,Usha Chadha,India,Bihar,Female,1967-02-19,2026-05-18,0,81.0,0.0,5.0,1098.0,59,low,0
3926-BZXXZ,2022-03-08,Paid,2027-03-07,Standard,Annual,,,15.73,993,3,0,Vihaan Gowda,India,Maharashtra,Male,1983-06-12,2023-02-28,0,47.0,0.0,2.0,1654.0,43,low,0
2773-IPYQN,2024-11-12,Organic,2026-10-03,Basic,Monthly,,,9.89,206,40,0,Pinky Shah,India,Himachal Pradesh,Female,1991-05-13,2026-06-13,0,57.0,0.0,4.0,674.0,35,low,0
6637-QNGZP,2025-03-14,Referral,2027-03-14,Premium,Annual,,,20.24,435,16,0,Preeti Thakur,India,Meghalaya,Female,1971-02-09,2025-04-28,0,52.0,0.0,1.0,552.0,55,low,0
0862-UFUUH,2023-03-27,Paid,2026-10-07,Standard,Monthly,,,17.01,821,15,0,Renu Lal Bajwa,India,Himachal Pradesh,Female,1975-07-15,2025-11-21,0,59.0,0.0,2.0,1270.0,51,low,0
9386-VOCOP,2024-03-12,Paid,2027-03-12,Basic,Annual,,,9.07,306,15,0,Vandana Patil,India,Odisha,Female,1987-04-23,2026-03-19,0,73.0,0.0,2.0,919.0,39,low,0
3166-KQGHE,2025-06-29,Referral,2027-06-29,Basic,Annual,,,9.89,148,73,0,Somesh Kumar Prasad,India,Nagaland,Male,1966-04-26,2026-08-09,0,44.0,1.0,2.0,445.0,60,high,1
3035-QAAAY,2023-05-17,Paid,2024-01-25,Standard,Monthly,2024-01-25,No longer interested,15.18,123,26,1,Navya Chauhan,India,Tamil Nadu,Female,1975-08-10,,0,,,,253.0,51,low,0
8010-HRFSW,2023-09-12,Organic,2024-04-07,Standard,Monthly,2024-04-07,Poor content quality,17.37,107,34,1,Om Devi Agarwal,India,Arunachal Pradesh,Male,1965-10-07,2024-01-27,0,6.0,1.0,4.0,208.0,60,low,0
0823-UYESD,2026-05-19,Paid,2026-09-16,Standard,Monthly,,,14.66,48,43,0,Tanmay Rani Sinha,India,Tamil Nadu,Male,1990-05-02,2026-06-28,0,67.0,1.0,3.0,121.0,36,low,0
4577-ZEWEM,2025-08-17,Paid,2027-08-17,Standard,Annual,,,12.02,179,1,0,Ishaan Kumari Mehra,India,Himachal Pradesh,Male,1972-06-16,2026-02-13,0,87.0,0.0,1.0,396.0,54,low,0
5030-DUIXQ,2023-10-24,Paid,2024-10-01,Basic,Monthly,2024-10-01,Too expensive,7.31,75,43,1,Ayaan Pandey,India,Uttarakhand,Male,1988-01-21,2024-09-21,0,0.0,0.0,3.0,343.0,38,low,0
3956-VLSFB,2021-10-14,Organic,2026-09-18,Standard,Monthly,,,13.64,925,2,0,Sneha Bai Chauhan,India,Arunachal Pradesh,Female,1995-01-03,2026-06-04,0,82.0,0.0,1.0,1799.0,31,low,0
5744-PXUSY,2025-07-03,Referral,2026-09-26,Basic,Monthly,,,7.37,131,13,0,Kamal Devi Chandra,India,Jharkhand,Male,1962-10-27,,0,,,,441.0,63,low,0
0138-PYJMD,2023-01-21,Referral,2026-10-02,Standard,Monthly,,,13.38,725,59,0,Esha Kohli,India,Maharashtra,Female,1994-10-27,2026-06-28,0,45.0,0.0,4.0,1335.0,31,med,0
0020-SYOHJ,2024-05-18,Referral,2026-10-05,Basic,Monthly,,,7.05,177,13,0,Shivani Prasad Goel,India,Uttarakhand,Female,1980-08-11,2026-07-12,0,82.0,0.0,2.0,852.0,46,low,0
0025-ATLKH,2024-06-19,Paid,2027-06-19,Premium,Annual,,,22.69,621,24,0,Rakesh Kumar Das,India,Tripura,Male,1978-04-10,2026-08-08,0,77.0,0.0,4.0,820.0,48,low,0
7043-LZLUU,2025-06-15,Paid,2027-06-15,Standard,Annual,,,13.37,201,6,0,Nitin Gupta,India,Andhra Pradesh,Male,1970-08-08,2025-07-09,0,34.0,0.0,1.0,459.0,56,low,0
5421-WVMWE,2025-05-06,Paid,2026-09-28,Standard,Monthly,,,17.76,320,33,0,Prerna Lal Kohli,India,Jammu and Kashmir,Female,1969-10-13,2026-09-10,0,27.0,1.0,6.0,499.0,56,low,0
1636-XGPVF,2024-04-29,Referral,2026-03-26,Basic,Annual,2026-03-26,Personal reasons,9.8,240,1,1,Rudra Baruah,India,Rajasthan,Male,1975-12-03,,0,,,,696.0,50,low,0
5704-XUEAZ,2026-01-06,Organic,2027-01-06,Standard,Annual,,,17.57,131,4,0,Bhavna Arora,India,Goa,Female,1971-09-02,2026-07-25,0,46.0,1.0,2.0,254.0,55,low,0
0099-GBOTF,2026-07-25,Organic,2026-09-07,Basic,Annual,2026-09-07,No longer interested,7.6,8,79,1,Falguni Gowda,India,Tripura,Female,1975-05-30,2026-08-09,0,3.0,1.0,2.0,44.0,51,high,1
2955-WNKOU,2023-03-15,Organic,2027-03-14,Basic,Annual,,,7.68,328,6,0,Shreya Raman,India,Kerala,Female,1993-05-25,2026-01-16,0,22.0,0.0,2.0,1282.0,33,low,0
8442-JVHBV,2022-05-03,Paid,2027-05-02,Standard,Annual,,,17.38,1068,8,0,Esha Saxena,India,Rajasthan,Female,1963-07-07,2024-02-26,0,76.0,0.0,1.0,1598.0,63,low,0
3412-KBUDO,2021-11-26,Paid,2026-11-25,Basic,Annual,,,7.72,436,6,0,Divya Kulkarni,India,Rajasthan,Female,1967-09-10,,0,,,,1756.0,59,low,0
0571-RFGXT,2025-02-07,Paid,2027-02-07,Basic,Annual,,,9.79,186,4,0,Harshad Negi,India,Chandigarh,Male,1984-01-06,2026-01-16,0,62.0,1.0,2.0,587.0,42,low,0
9927-FCUNX,2023-06-11,Paid,2027-06-10,Standard,Annual,,,17.38,846,1,0,Devendra Ghosh,India,Karnataka,Male,1986-09-02,2026-02-06,0,48.0,1.0,5.0,1194.0,40,low,0
1524-BAOFA,2024-01-20,Organic,2027-01-19,Standard,Annual,,,13.17,501,27,0,Tanvi Nath Bora,India,Chandigarh,Female,1979-02-02,2026-09-10,0,10.0,0.0,3.0,971.0,47,low,0
8043-VLWEV,2022-02-28,Paid,2026-10-05,Basic,Monthly,,,8.49,603,15,0,Falguni Dutta,India,Uttar Pradesh,Female,2000-01-30,2026-04-20,0,100.0,0.0,1.0,1662.0,26,low,0
1838-TXIGZ,2022-09-28,Referral,2026-10-07,Standard,Monthly,,,14.13,680,14,0,Darshan Verma,India,Maharashtra,Male,1979-08-02,2022-11-05,0,67.0,0.0,1.0,1450.0,47,low,0
2095-VOKSW,2023-01-20,Referral,2026-10-01,Standard,Monthly,,,17.37,713,17,0,Puneet Bhardwaj,India,Himachal Pradesh,Male,1992-05-13,2025-12-17,0,62.0,0.0,2.0,1336.0,34,low,0
7949-KJCQA,2026-03-03,Referral,2027-03-03,Premium,Annual,,,24.6,188,11,0,Preeti Raj Chatterjee,India,Nagaland,Female,2000-09-13,2026-09-01,0,65.0,0.0,4.0,198.0,26,low,0
9433-CIWWE,2021-10-31,Paid,2026-03-04,Basic,Monthly,2026-03-04,No longer interested,7.99,438,88,1,Falguni Mahato,India,Nagaland,Female,2007-03-28,2025-07-14,0,25.0,1.0,5.0,1585.0,19,high,1
0181-TFHMK,2025-09-20,Paid,2026-09-20,Basic,Annual,,,7.22,96,4,0,Nakul Trivedi,India,Mizoram,Male,1996-05-31,2025-11-15,0,100.0,0.0,1.0,362.0,30,low,0
8731-VMUUA,2024-03-31,Paid,2026-09-17,Basic,Monthly,,,9.63,296,32,0,Harsh Kumar,India,Chandigarh,Male,1979-12-04,2026-01-14,0,82.0,0.0,5.0,900.0,46,low,0
6627-KJFTA,2025-06-24,Paid,2026-09-17,Standard,Monthly,,,16.95,233,7,0,Shekhar Rao,India,Andhra Pradesh,Male,1996-10-25,,0,,,,450.0,29,low,0
6119-LRAOA,2023-11-29,Organic,2026-11-28,Standard,Annual,,,13.71,544,5,0,Rajiv Shinde,India,Tripura,Male,1986-12-25,2026-01-13,0,52.0,1.0,1.0,1023.0,39,low,0
2210-GMYIP,2026-01-01,Referral,2027-01-01,Basic,Annual,,,8.01,67,3,0,Puneet Saxena,India,Himachal Pradesh,Male,1972-10-25,2026-08-24,0,73.0,0.0,5.0,259.0,53,low,0
9724-FGIDC,2025-05-20,Paid,2027-05-20,Basic,Annual,,,8.99,135,17,0,Kishore Kumari Hegde,India,Arunachal Pradesh,Male,1986-10-08,2026-04-21,0,64.0,0.0,3.0,485.0,39,low,0
9220-HNQFW,2021-12-12,Referral,2026-09-17,Standard,Monthly,,,13.62,720,63,0,Deepa Rani Iyer,India,Jharkhand,Female,1996-06-06,2026-05-24,0,5.0,1.0,3.0,1740.0,30,med,0
4165-HKTHB,2022-04-14,Organic,2027-04-13,Standard,Annual,,,14.71,973,1,0,Deepika Malhotra,India,Uttarakhand,Female,1988-03-30,2023-12-15,0,72.0,1.0,1.0,1617.0,38,low,0
7446-VMYVQ,2023-03-25,Paid,2026-10-05,Standard,Monthly,,,15.81,660,24,0,Khushi Kumar Prasad,India,Tamil Nadu,Female,1985-05-09,2026-07-24,0,22.0,0.0,3.0,1272.0,41,low,0
7578-BASNJ,2024-02-11,Paid,2027-02-10,Basic,Annual,,,7.84,268,34,0,Ajay Chand Kale,India,Jharkhand,Male,1999-06-02,2026-04-29,0,72.0,0.0,3.0,949.0,27,low,0
4748-MCJOE,2022-01-17,Organic,2027-01-16,Standard,Annual,,,14.91,936,17,0,Irfan Chand Deshmukh,India,Jammu and Kashmir,Male,1983-04-21,2023-12-20,0,41.0,0.0,4.0,1704.0,43,low,0
8015-BWSZY,2025-02-02,Referral,2026-09-25,Standard,Monthly,,,16.88,313,7,0,Rajat Raj Krishnan,India,Chandigarh,Male,1988-02-29,2025-08-19,0,88.0,0.0,2.0,592.0,38,low,0
9866-OAPQR,2026-04-18,Organic,2027-04-18,Standard,Annual,,,16.14,77,4,0,Sonal Prasad Shinde,India,Gujarat,Female,1976-12-16,,0,,,,152.0,49,low,0
8853-MQQNA,2022-06-08,Paid,2027-06-07,Standard,Annual,,,15.74,980,46,0,Indranil Kulkarni,India,Gujarat,Male,1980-01-03,2024-10-13,0,30.0,0.0,4.0,1562.0,46,low,0
5920-ODFQZ,2023-02-28,Referral,2025-11-12,Basic,Annual,2025-11-12,Too expensive,8.94,258,40,1,Anushka Tirkey,India,Uttar Pradesh,Female,2003-07-08,2025-03-03,0,36.0,0.0,6.0,988.0,23,low,0
3581-SGMBW,2023-04-04,Paid,2027-04-03,Basic,Annual,,,8.13,305,26,0,Karan Chatterjee,India,Jammu and Kashmir,Male,2004-11-08,2024-03-28,0,9.0,0.0,2.0,1262.0,21,low,0
2712-GJAYH,2022-02-14,Referral,2026-09-21,Basic,Monthly,,,8.04,420,8,0,Bhavna Kumari Dutt,India,Punjab,Female,1992-09-30,2025-05-28,0,68.0,0.0,2.0,1676.0,33,low,0
4794-SWDUM,2024-10-23,Paid,2026-10-13,Standard,Monthly,,,12.48,351,82,0,Deepika Patel,India,Madhya Pradesh,Female,1983-03-03,2026-09-06,0,16.0,1.0,3.0,694.0,43,high,1
2492-LVCHK,2023-11-29,Paid,2026-09-14,Standard,Monthly,,,14.56,485,12,0,Pari Mehra,India,Sikkim,Female,1980-12-21,2026-04-30,0,54.0,0.0,4.0,1023.0,45,low,0
9086-LAKEA,2026-05-31,Referral,2026-09-28,Premium,Monthly,,,23.46,69,61,0,Ramesh Kumar Singh,India,Uttar Pradesh,Male,2002-12-15,2026-08-11,0,76.0,1.0,1.0,109.0,23,med,0
0877-XRXNF,2023-04-02,Organic,2026-10-13,Standard,Monthly,,,14.91,662,20,0,Bhavna Lakra,India,Gujarat,Female,1976-12-21,2024-05-17,0,90.0,0.0,1.0,1264.0,49,low,0
8502-NLSMA,2023-03-13,Organic,2026-09-23,Standard,Monthly,,,16.73,739,90,0,Hiral Nath Kumar,India,Telangana,Female,1972-05-12,2026-04-04,0,43.0,1.0,3.0,1284.0,54,high,1
4601-ODVMG,2026-04-12,Organic,2026-08-21,Premium,Monthly,2026-08-21,Too expensive,24.82,104,22,1,Bhavesh Rani Desai,India,Bihar,Male,1967-06-23,2026-08-17,0,32.0,1.0,9.0,131.0,59,low,0
3502-XNQMM,2023-07-27,Organic,2026-05-26,Premium,Annual,2026-05-26,Personal reasons,24.61,1083,2,1,Navya Tirkey,India,Puducherry,Female,1996-08-01,,0,,,,1034.0,30,low,0
7049-NAAHJ,2026-02-10,Organic,2027-02-10,Premium,Annual,,,22.05,170,3,0,Siddharth Rani Jain,India,Rajasthan,Male,1999-06-29,2026-06-20,0,55.0,1.0,3.0,219.0,27,low,0
3434-KZQKC,2023-05-16,Paid,2027-05-15,Standard,Annual,,,15.25,664,1,0,Aisha Lal Pandey,India,Kerala,Female,1978-01-24,2025-09-12,0,90.0,1.0,1.0,1220.0,48,low,0
2516-IYFJC,2022-01-03,Organic,2026-10-09,Basic,Monthly,,,9.64,709,14,0,Tanmay Baruah,India,Karnataka,Male,1999-10-06,2025-08-07,0,69.0,0.0,4.0,1718.0,26,low,0
3426-UHZQS,2025-03-21,Paid,2025-11-22,Basic,Monthly,2025-11-22,Poor customer support,9.7,81,19,1,Kamal Rani Solanki,India,Telangana,Male,1969-01-05,2025-11-08,0,46.0,0.0,6.0,246.0,57,low,0
1789-OZHYP,2025-06-07,Paid,2027-06-07,Basic,Annual,,,8.51,157,2,0,Jagdish Prasad Barman,India,Jammu and Kashmir,Male,1992-03-03,2025-08-18,0,100.0,0.0,1.0,467.0,34,low,0
9374-BXVZS,2023-03-23,Organic,2023-08-07,Standard,Monthly,2023-08-07,Technical issues,12.63,59,55,1,Esha Bai Baruah,India,Meghalaya,Female,1994-06-26,2023-08-03,0,51.0,0.0,7.0,137.0,32,med,0
0700-XRFWQ,2025-08-04,Referral,2026-08-18,Standard,Monthly,2026-08-18,Too expensive,16.46,248,21,1,Lokesh Bhatia,India,Maharashtra,Male,1987-06-29,,0,,,,379.0,39,low,0
0165-VJBFG,2022-09-12,Paid,2027-09-11,Standard,Annual,,,12.48,775,45,0,Hiral Chandel,India,Chandigarh,Female,1962-10-20,2026-03-20,0,56.0,1.0,3.0,1466.0,63,low,0
5363-QJOEY,2024-09-13,Paid,2026-03-21,Standard,Monthly,2026-03-21,Switched to competitor,12.28,278,54,1,Tanvi Kerketta,India,Punjab,Female,1965-05-11,2026-03-08,0,17.0,0.0,6.0,554.0,61,med,0
0213-CUOOD,2024-09-13,Referral,2026-04-02,Basic,Monthly,2026-04-02,No longer interested,9.19,213,77,1,Manav Kaur,India,Uttar Pradesh,Male,1979-09-24,2026-03-28,0,37.0,1.0,5.0,566.0,47,high,1
5092-KQNAJ,2022-11-14,Paid,2026-11-13,Standard,Annual,,,15.66,909,7,0,Lalita Chatterjee,India,Kerala,Female,2008-03-15,2023-01-08,0,97.0,1.0,1.0,1403.0,18,low,0
5284-EWBPI,2024-01-05,Paid,2027-01-04,Premium,Annual,,,20.82,748,50,0,Gautam Tirkey,India,Himachal Pradesh,Male,1987-08-13,2026-09-11,0,52.0,0.0,3.0,986.0,39,med,0
5544-ZLSIP,2026-03-14,Organic,2027-03-14,Standard,Annual,,,14.57,97,10,0,Dev Gupta,India,Uttar Pradesh,Male,1994-07-27,2026-08-21,0,49.0,0.0,4.0,187.0,32,low,0
9768-ESTWJ,2021-10-22,Organic,2026-09-26,Premium,Monthly,,,20.89,1483,68,0,Kalpana Raj Desai,India,Chhattisgarh,Female,1990-04-18,2023-06-13,0,72.0,1.0,5.0,1791.0,36,med,0
7164-CWZLM,2022-12-29,Paid,2026-03-07,Basic,Annual,2026-03-07,Poor customer support,8.37,365,73,1,Omkar Nath Banerjee,India,Delhi,Male,1995-03-04,2025-08-24,0,3.0,0.0,7.0,1164.0,31,high,1
2213-SJBCK,2025-04-28,Paid,2025-10-12,Standard,Monthly,2025-10-12,Switched to competitor,16.8,109,47,1,Rachita Venkatesh,India,Goa,Female,2008-05-03,2025-08-06,0,47.0,1.0,1.0,167.0,18,low,0
8180-IALHS,2025-02-12,Organic,2026-10-05,Basic,Monthly,,,9.63,215,20,0,Disha Shinde,India,Uttarakhand,Female,2007-08-30,2025-11-12,0,65.0,0.0,4.0,582.0,19,low,0
3892-UUJSE,2022-09-29,Organic,2026-10-08,Standard,Monthly,,,16.2,962,51,0,Eshan Kumar Barman,India,Mizoram,Male,2006-11-14,2026-04-10,0,78.0,0.0,2.0,1449.0,19,med,0
2962-GQCBU,2023-06-27,Referral,2027-06-26,Standard,Annual,,,16.64,694,23,0,Somesh Dhillon,India,Madhya Pradesh,Male,1975-09-27,2026-07-21,0,61.0,0.0,5.0,1178.0,51,low,0
6796-BZQCO,2026-08-12,Organic,2026-10-11,Basic,Monthly,,,9.05,10,51,0,Kishore Das,India,Arunachal Pradesh,Male,2003-10-19,2026-09-04,0,56.0,0.0,4.0,36.0,22,med,0
2998-LRLUN,2024-07-25,Organic,2025-12-23,Standard,Monthly,2025-12-23,No longer interested,13.41,216,59,1,Mohan Kapoor,India,Arunachal Pradesh,Male,1977-10-31,2025-08-20,0,26.0,0.0,6.0,516.0,48,med,0
1464-UNHSQ,2024-10-25,Organic,2026-09-15,Standard,Monthly,,,12.0,250,20,0,Anushka Dubey,India,Tamil Nadu,Female,1993-03-29,,0,,,,692.0,33,low,0
6836-FCAHM,2026-08-11,Paid,2026-09-03,Basic,Annual,2026-09-03,Poor content quality,7.08,7,17,1,Deepak Bai Baruah,India,Meghalaya,Male,1962-07-13,2026-08-25,0,6.0,0.0,9.0,23.0,64,low,0
1892-SEUZV,2023-04-08,Paid,2027-04-07,Premium,Annual,,,20.09,946,48,0,Kailash Bai Solanki,India,Assam,Male,1988-12-20,2024-08-07,0,38.0,0.0,3.0,1258.0,37,low,0
8402-XQXNM,2023-02-19,Referral,2026-10-01,Premium,Monthly,,,24.43,1241,56,0,Chaitanya Chatterjee,India,Telangana,Male,1965-07-18,,0,,,,1306.0,61,med,0
7351-RZHZW,2025-02-20,Paid,2026-03-01,Standard,Monthly,2026-03-01,No longer interested,14.8,223,15,1,Imran Devi Iyer,India,Himachal Pradesh,Male,1981-01-04,2026-01-11,0,64.0,0.0,2.0,374.0,45,low,0
3709-KPKHI,2022-01-04,Organic,2027-01-03,Standard,Annual,,,16.63,1114,9,0,Deepa Chand Sinha,India,Tamil Nadu,Female,2007-04-18,,0,,,,1717.0,19,low,0
0991-XMOIA,2021-12-25,Organic,2026-09-30,Basic,Monthly,,,7.49,447,11,0,Tanmay Rani Vora,India,Uttarakhand,Male,1966-03-21,,0,,,,1727.0,60,low,0
5727-DCWKF,2024-07-03,Referral,2027-07-03,Basic,Annual,,,8.95,293,6,0,Dhruv Rani Bhatia,India,Chhattisgarh,Male,1989-10-12,2026-06-14,0,50.0,1.0,6.0,806.0,36,low,0
8622-BCFJF,2023-09-23,Referral,2026-10-07,Basic,Monthly,,,8.74,299,4,0,Kavya Bai Banerjee,India,Gujarat,Female,2001-11-28,2024-11-08,0,59.0,0.0,2.0,1090.0,24,low,0
5447-UBLPR,2025-05-19,Referral,2026-10-11,Standard,Monthly,,,12.03,239,28,0,Alka Kumar Chatterjee,India,Bihar,Female,1997-05-04,2026-06-19,0,48.0,1.0,1.0,486.0,29,low,0
6366-NZBIS,2024-05-11,Referral,2027-05-11,Basic,Annual,,,9.95,280,3,0,Devika Kumar Rawat,India,Tamil Nadu,Female,1966-09-24,2025-09-14,0,90.0,0.0,2.0,859.0,60,low,0
1662-RBPAC,2023-06-10,Referral,2026-03-13,Standard,Monthly,2026-03-13,Personal reasons,16.23,617,67,1,Asha Kumar Kerketta,India,Himachal Pradesh,Female,1971-05-22,2026-02-05,0,39.0,0.0,3.0,1007.0,55,med,0
2081-NBMHI,2023-04-19,Organic,2026-09-30,Standard,Monthly,,,17.73,691,77,0,Anika Kohli,India,Rajasthan,Female,2005-09-12,2025-02-07,0,15.0,0.0,5.0,1247.0,21,high,1
9061-IHKMG,2023-12-22,Organic,2026-10-07,Basic,Monthly,,,8.56,276,14,0,Sonal Tirkey,India,Telangana,Female,2003-05-13,2026-04-12,0,92.0,1.0,2.0,1000.0,23,low,0
3319-DCQVO,2021-10-02,Paid,2026-10-01,Standard,Annual,,,12.35,932,17,0,Ritesh Nath Bose,India,Andhra Pradesh,Male,1971-02-06,2024-07-15,0,83.0,0.0,1.0,1811.0,55,low,0
8520-MGWLI,2022-09-06,Organic,2023-11-16,Standard,Monthly,2023-11-16,Poor customer support,17.81,282,68,1,Shanti Thapar,India,Assam,Female,1988-02-26,2023-09-29,0,27.0,1.0,7.0,436.0,38,med,0
8597-YZJWE,2023-12-01,Referral,2024-11-19,Basic,Monthly,2024-11-19,Poor content quality,8.83,88,60,1,Rajiv Bai Bajwa,India,Gujarat,Male,1976-03-17,2024-10-10,0,23.0,1.0,2.0,354.0,50,med,0
9031-UJEKQ,2024-03-03,Referral,2027-03-03,Basic,Annual,,,8.84,339,4,0,Gautam Kumari Baruah,India,Punjab,Male,2001-07-20,2025-01-24,0,44.0,0.0,1.0,928.0,25,low,0
7818-SZVVE,2022-02-18,Referral,2027-02-17,Basic,Annual,,,9.64,523,5,0,Gauri Chand Kumar,India,Bihar,Female,1970-08-24,2026-08-28,0,54.0,0.0,6.0,1672.0,56,low,0
1196-GYURP,2022-10-20,Paid,2026-10-19,Standard,Annual,,,12.35,575,16,0,Naveen Agarwal,India,Kerala,Male,1973-03-15,2026-03-17,0,80.0,0.0,3.0,1428.0,53,low,0
7010-RVDKQ,2023-04-07,Paid,2027-04-06,Basic,Annual,,,8.56,355,20,0,Kirti Devi Jadhav,India,Assam,Female,1977-03-16,2026-05-12,0,41.0,0.0,4.0,1259.0,49,low,0
5560-UVPLC,2021-12-10,Paid,2026-09-15,Basic,Monthly,,,9.72,601,20,0,Rashmi Rani Kale,India,Punjab,Female,1986-11-14,2023-12-01,0,47.0,0.0,1.0,1742.0,39,low,0
3908-XBTII,2024-01-30,Organic,2026-04-04,Standard,Monthly,2026-04-04,No longer interested,15.54,454,27,1,Neha Malhotra,India,Assam,Female,1986-02-07,2026-03-17,0,45.0,0.0,6.0,795.0,40,low,0
3532-CNFAT,2022-04-20,Paid,2027-04-19,Standard,Annual,,,12.49,645,5,0,Hardik Trivedi,India,Meghalaya,Male,2007-06-21,2026-06-19,0,79.0,0.0,3.0,1611.0,19,low,0
6504-TRGHY,2026-04-14,Referral,2026-10-11,Basic,Monthly,,,9.51,50,59,0,Kalpana Verma,India,Assam,Female,1995-03-15,2026-04-26,0,35.0,0.0,3.0,156.0,31,med,0
6726-WCCDS,2023-08-23,Organic,2027-08-22,Basic,Annual,,,8.48,316,3,0,Shivam Rani Pandey,India,Punjab,Male,2000-05-06,2024-08-16,0,94.0,0.0,1.0,1121.0,26,low,0
5449-CMVCP,2025-06-23,Paid,2026-09-16,Premium,Monthly,,,22.68,372,17,0,Chirag Raj Tiwari,India,Madhya Pradesh,Male,1979-09-18,2026-06-14,0,99.0,0.0,2.0,451.0,47,low,0
2114-SHWFW,2025-09-01,Paid,2026-09-26,Basic,Monthly,,,8.58,119,3,0,Kavita Murthy,India,Goa,Female,1962-02-08,2026-05-07,0,100.0,1.0,2.0,381.0,64,low,0
5148-VDUUJ,2024-04-18,Organic,2026-10-05,Standard,Monthly,,,16.38,468,50,0,Nandini Raj Ahluwalia,India,Chhattisgarh,Female,2008-01-30,2026-03-18,0,52.0,0.0,1.0,882.0,18,med,0
1905-GTRVF,2022-12-31,Organic,2026-12-30,Basic,Annual,,,9.78,456,8,0,Aditi Nath Chadha,India,Andhra Pradesh,Female,1973-09-23,2026-04-04,0,90.0,0.0,2.0,1356.0,53,low,0
7572-OAJYF,2024-08-13,Referral,2027-08-13,Premium,Annual,,,21.93,613,27,0,Jai Chand Patel,India,Tripura,Male,1998-11-07,2026-03-11,0,57.0,0.0,1.0,765.0,27,low,0
0977-GDQIJ,2022-07-06,Organic,2027-07-05,Premium,Annual,,,20.83,1096,18,0,Vishakha Kumar Dutt,India,West Bengal,Female,1988-05-05,2025-09-27,0,86.0,0.0,3.0,1534.0,38,low,0
5538-FZYME,2024-05-23,Paid,2027-05-23,Basic,Annual,,,9.57,345,1,0,Hiral Chand Sen,India,Meghalaya,Female,1986-05-31,2025-12-19,0,75.0,0.0,1.0,847.0,40,low,0
6249-NGKUX,2024-09-10,Paid,2026-09-30,Standard,Monthly,,,15.28,458,12,0,Dinesh Iyer,India,Chhattisgarh,Male,1974-11-29,2026-04-21,0,66.0,1.0,2.0,737.0,51,low,0
5756-MLLJR,2023-07-07,Paid,2026-09-19,Basic,Monthly,,,8.52,322,79,0,Dhruv Bose,India,Goa,Male,1977-04-03,2026-08-27,0,25.0,1.0,4.0,1168.0,49,high,1
6258-ULXEP,2025-02-28,Paid,2026-09-21,Basic,Monthly,,,8.98,199,6,0,Jayesh Rani Ahuja,India,Manipur,Male,1999-05-05,,0,,,,566.0,27,low,0
8570-FABZB,2022-07-25,Paid,2027-07-24,Standard,Annual,,,15.98,1016,23,0,Somesh Rani Goel,India,Uttar Pradesh,Male,1973-09-01,2025-12-21,0,32.0,0.0,3.0,1515.0,53,low,0
8932-NXHOA,2025-06-11,Paid,2027-06-11,Basic,Annual,,,8.73,153,12,0,Ananya Ahuja,India,Andhra Pradesh,Female,1984-12-07,2026-05-06,0,96.0,0.0,3.0,463.0,41,low,0
